	label	sentence
528278	0	 ViVi (ヴィヴィ) is a Japanese fashion magazine published by K L. ViVi is one of Asia's top fashion magazines and is published in Japan China Taiwan Hong Kong and Thailand. The target age group are teens and young women between 17–27 years old the main demographic of readers are college students and young office ladies.The magazines 'cover queen' is Ayumi Hamasaki who has been featured on the cover 24 times since 1999 and also runs her famous Deji Deji Diary in each issue.
91031	0	 Louis W. Ballard (July 8 1931 – February 9 2007) was a Native American composer educator author artist and journalist.
254685	0	 Three Nationwide Plaza is a 408 ft(124m) postmodern highrise building located at the address 3 Nationwide Plaza in Downtown Columbus Ohio. The building is part of the larger multi-building complex known as Nationwide Plaza. Nationwide Plaza is the headquarters of Nationwide Mutual Insurance Company. Three Nationwide Plaza is the 10th tallest building in Columbus. Construction on the building finished in December 1988.
480044	0	 Halka is a 1937 Polish musical film directed by Juliusz Gardan and starring Liliana Zielinska Witold Zacharewicz and Wladyslaw Ladis-Kiepura. It is an adaptation of the 1848 opera Halka composed by Stanisław Moniuszko with a libretto by Wlodzimierz Wolski. It was shot at the Falanga Studios in Warsaw.
173281	0	 Carmen Luz Carmín Berríos Rivera is a Puerto Rican educator and politician. She was a member of the Senate of Puerto Rico from 1997 to 2001. She is currently the President of the General Council for Education the official authorized accrediting agency of the Government of Puerto Rico.Berríos presented her candidacy to the Senate of Puerto Rico in 1996 to represent the District of Guayama. At the 1996 general elections she won with 24.4% of the votes.
461771	0	 The Evolution of Blue Magic is the debut album by Nigerian born American based pop singer-songwriter Nenna Yvonne. The album was released on 10 September 2013 under her own independent label Blue Magic Productions LLC and distribuited by Thump Records and Universal Records in Digital Download and CD.
262411	0	 Herman Simon House is a historic home located at Easton Northampton County Pennsylvania. It was built in 1902 and is an Indiana limestone dwelling on a granite base in the French Chateau style. It features a four story semi-circular bay tower and a projecting porch. The rectangular building measures 24 feet wide and 120 feet deep. The building has housed the Easton YWCA since 1930.It was added to the National Register of Historic Places in 1980.
415739	0	 Adenium swazicum is a species of flowering plant in the dogbane family Apocynaceae that is native to the lowveld of Swaziland and the Mpumalanga province of South Africa.
408880	0	 Elaeocarpus colnettianus is a species of flowering plant in the Elaeocarpaceae family.It is found only in New Caledonia.
522731	0	 The Methods of Ethics is a book on utilitarianism first published in 1874 by the English philosopher Henry Sidgwick. The Stanford Encyclopedia of Philosophy indicates that The Methods of Ethics in many ways marked the culmination of the classical utilitarian tradition. Noted moral and political philosopher John Rawls writing in the Forward to the Hackett reprint of the 7th editionsays Methods of Ethics is the clearest and most accessible formulation of ...
166854	0	 Baltasar Brum Rodríguez (June 18 1883 – March 31 1933) was a Uruguayan political figure. He was President of Uruguay from 1919 to 1923.
123316	0	 Viktor Pfeifer (born May 16 1987) is an Austrian figure skater. An eight-time Austrian national champion he has placed as high as eighth at the European Championships (2013) and has competed twice at the Winter Olympics placing 22nd in 2006 and 21st in 2010.
337126	0	 Javaher Dasht (Persian: جواهردشت‎ also Romanized as Javāher Dasht) is a village in Siahkalrud Rural District Chaboksar District Rudsar County Gilan Province Iran. At the 2006 census its existence was noted but its population was not reported.
485066	0	 The Scapegoat is a 1959 crime film based on the novel of the same name by Daphne du Maurier and starring Alec Guinness Nicole Maurey and Bette Davis.
559151	0	 When Worlds Collide is a 1933 science fiction novel co-written by Philip Wylie and Edwin Balmer; they both also co-authored the sequel After Worlds Collide (1934). It was first published as a six-part monthly serial (September 1932-February 1933) in Blue Book magazine illustrated by Joseph Franké.
238350	0	 The 73 class are a diesel-hydraulic locomotive built by Walkers Limited Maryborough for the New South Wales Government Railways between 1970 and 1973.
443676	0	 Captors is the debut studio album for Christian metal band Wolves at the Gate which the album was produced by Andreas Magnusson and it released on July 3 2012 by Solid State Records. The album attracted both commercial successes and positive criticism.
145858	0	 Ivo Rüthemann (born December 12 1976 in Mosnang Switzerland) is a professional ice hockey winger. His career started with SC Rheintal and later he was transferred to HC Davos where he played his first NLA seasons. Since season 1999/2000 he plays for SC Bern. He was Swiss champion in 2004 and 2010.
458295	0	 Whatever is the second album by Green Velvet. On this album GV experiments with a darker industrial style and has lyrics based on racism drug use and why his style is more than a phase. This album was more noticed in Europe spawning the hits La La Land and Genedefekt.
223704	0	 Abiqua (MC hull 548) was laid down on 18 June 1943 by the Alabama Drydock and Shipbuilding Company Mobile Alabama.; launched on 22 September 1943; sponsored by Mrs. George Bliss Jones; and delivered to the Cities Service Company for operation on 31 October 1943.Abiqua was among the ships transferred by the Maritime Administration to the Navy in response to the Suez crisis of 1956.
265232	0	 Jackson Falls National Register Historic District is a historic district on parts of Jackson Village Road and Five Mile Circuit Road in Jackson New Hampshire.It features various Greek Revival and late Victorian architecture.[citation needed]
537674	0	 The Italian or the Confessional of the Black Penitents (1797) is a Gothic novel written by the English author Ann Radcliffe. It is the last book Radcliffe published during her lifetime (although she did go on to write the novel Gaston de Blondeville which appeared posthumously in 1826). The Italian has a dark mysterious and somber tone and concerns the themes of love devotion and persecution by the Holy Inquisition.
551432	0	 The Year of Living Dangerously is a 1978 novel by Christopher Koch in which a male Australian journalist a female British diplomat and a Chinese-Australian male dwarf interact in Indonesia in the summer and autumn of 1965.
539517	0	 Oceanic Linguistics is a peer-reviewed academic journal covering research on the indigenous languages of the Oceanic area and parts of Southeast Asia including the indigenous Australian languages the Papuan languages of New Guinea and the languages of the Austronesian (or Malayo-Polynesian) family. Monographs on the same languages are published as Oceanic Linguistics Special Publications.
300251	0	 Theon Senior is a lunar impact crater that is located to the northwest of the crater Delambre and south of D'Arrest. It forms a matching pair with Theon Junior about two crater diameters to the south-southeast. The satellite crater Theon Senior A can be found to the north. Theon Senior is named for Theon of Smyrna a 1st-century Greek mathematician and philosopher.This crater is circular and bowl-shaped with only a small floor at the center of the steeply sloping interior walls.
514023	0	 The Desert Fox is a 1951 biographical film about Field Marshal Erwin Rommel in the later stages of World War II. It stars James Mason in the title role was directed by Henry Hathaway and was based on the book Rommel by Brigadier Desmond Young who served in the Indian Army in North Africa.
